"","W19","","","","","","","","","","","","",""
"","Slot BNL","Slot NOR","Slot GER","Code","Name","Dutch Name","Danish Name","DE Name","BF SKU","BF Name","SKU code (BNL)","SKU code (NOR)","SKU code (DE)","Price"
"Week","401","451","301","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W01old","402","452","302","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W01old","403","453","303","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W01old","404","454","304","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W01old","405","455","305","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W01old","406","456","306","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W01old","407","457","307","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W01old","408","458","308","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W01old","409","459","309","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W01old","410","460","310","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W01old","411","461","311","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W01old","412","462","312","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W01old","413","463","313","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W01old","414","464","314","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W01old","415","465","315","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W01old","416","466","316","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W01old","417","467","317","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W01old","418","468","318","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W01old","506","556","806","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W02old","401","451","301","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W02old","402","452","302","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W02old","403","453","303","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W02old","404","454","304","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W02old","405","455","305","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W02old","406","456","306","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W02old","407","457","307","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W02old","408","458","308","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W02old","409","459","309","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W02old","410","460","310","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W02old","411","461","311","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W02old","412","462","312","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W02old","413","463","313","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W02old","414","464","314","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W02old","415","465","315","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W02old","416","466","316","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W02old","417","467","317","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W02old","418","468","318","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W02old","506","556","806","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W03old","401","451","301","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W03old","402","452","302","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W03old","403","453","303","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W03old","404","454","304","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W03old","405","455","305","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W03old","406","456","306","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W03old","407","457","307","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W03old","408","458","308","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W03old","409","459","309","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W03old","410","460","310","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W03old","411","461","311","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W03old","412","462","312","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W03old","413","463","313","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W03old","414","464","314","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W03old","415","465","315","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W03old","416","466","316","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W03old","417","467","317","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
"W03old","418","468","318","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!","#REF!"
